ID      Sex     Group   Agestart        Li1espan,,,Lifespan
1       1       1      1.91    2.05    1,,,
2       1       2      1.88    1.12    1,,,
3       2       2      1.88    1.38    1,,,
4       2       3      1.74    0.90    1,,,
5       1       3      1.87    1.84    1,,,
6       1       3      1.87    4.70    1,,,
7       2       3      1.87    0.04    1,,,
8       1       1      1.87    2.04    1,,,
9       2       2      1.87    1.03    1,,,
10      1       4      1.87    3.92    1,,,
11      2       3      1.87    0.31    1,,,
12      2       1      1.87    4.02    1,,,
13      1       3      1.87    5.39    1,,,
14      2       1      1.87    1.85    1,,,
15      1       4      1.87    0.08    1,,,
16      2       4      1.92    4.10    1,,,
17      2       4      1.84    4.11    1,,,
18      2       4      1.86    0.53    1,,,
19      1       4      1.84    1.03    1,,,
20      1       3      1.84    0.68    1,,,
21      1       1      1.84    2.02    1,,,
22      2       1      1.86    0.30    1,,,
23      1       1      1.86    4.00    1,,,
24      2       2      1.84    0.29    1,,,
25      1       2      1.84    3.76    1,,,
26      2       2      1.84    3.03    1,,,
27      1       3      1.84    2.01    1,,,
28      1       1      1.84    2.02    1,,,
29      2       1      1.84    3.03    1,,,
30      2       3      1.84    7.07    0,,,
31      1       3      1.84    2.75    1,,,
32      2       1      1.84    2.13    1,,,
33      1       3      1.83    4.81    1,,,
34      2       2      1.83    3.04    1,,,
35      1       2      1.83    2.02    1,,,
36      1       4      1.83    2.70    1,,,
37      2       3      1.83    2.24    1,,,
38      1       1      1.83    4.17    1,,,
39      2       3      1.75    2.05    1,,,
40      1       3      1.91    4.16    1,,,
41      2       1      1.91    1.95    1,,,
42      2       1      1.91    0.30    1,,,
43      1       1      1.91    5.05    1,,,
44      1       2      1.82    2.07    1,,,
45      1       2      1.81    5.32    1,,,
46      2       2      1.81    2.12    0,,,
47      1       3      1.82    1.27    1,,,
48      1       1      1.82    0.01    1,,,
49      2       1      1.82    0.03    1,,,
50      1       3      1.81    2.11    1,,,
51      2       3      1.82    1.40    1,,,
52      2       3      1.81    1.07    1,,,
53      2       1      1.81    1.06    1,,,
54      2       1      1.78    4.04    0,,,
55      2       1      1.78    2.73    1,,,
56      2       3      1.78    2.42    1,,,
57      1       3      1.77    1.07    1,,,
58      2       1      1.77    0.38    1,,,
59      1       1      1.77    0.01    1,,,
60      2       4      1.77    4.78    1,,,
61      1       2      1.77    2.83    1,,,
62      1       2      1.77    3.33    1,,,
63      2       1      1.77    5.04    1,,,
64      1       1      1.77    2.96    1,,,
65      2       1      1.76    5.19    1,,,
66      2       2      1.77    0.55    1,,,
67      2       4      1.77    1.77    1,,,
68      1       2      1.77    2.99    1,,,
69      2       4      1.76    2.47    1,,,
70      1       2      1.76    1.25    1,,,
71      2       4      1.76    4.44    1,,,
72      2       3      1.76    0.89    1,,,
73      1       4      1.76    4.96    1,,,
74      1       3      1.76    1.13    1,,,
75      2       3      1.76    5.53    1,,,
76      2       4      1.76    0.85    1,,,
77      1       2      1.75    4.04    0,,,
78      2       3      1.76    1.41    1,,,
79      2       1      1.76    3.03    1,,,
80      2       2      1.75    1.81    1,,,
81      2       1      1.75    0.48    1,,,
82      1       1      1.75    0.86    1,,,
83      2       1      1.76    1.93    1,,,
84      1       2      1.76    0.21    1,,,
85      1       4      1.75    6.23    1,,,
86      2       4      1.75    6.69    1,,,
87      2       2      1.75    2.21    1,,,
88      2       4      1.76    3.67    1,,,
89      1       4      1.75    0.18    1,,,
90      2       4      1.65    2.72    1,,,
91      1       1      1.75    1.06    1,,,
92      2       3      1.75    6.07    1,,,
93      2       3      1.75    4.14    1,,,
94      1       1      1.75    0.05    1,,,
95      2       4      1.75    4.16    1,,,
96      2       2      1.74    4.04    0,,,
97      2       4      1.74    6.18    1,,,
98      1       4      1.74    1.58    1,,,
99      2       4      1.75    1.17    1,,,
100     2       1      1.68    2.13    1,,,
101     2       3      1.68    2.27    1,,,
102     1       1      1.68    2.99    1,,,
103     2       1      1.68    3.05    1,,,
104     1       1      1.68    0.85    1,,,
105     1       1      1.68    1.60    1,,,
106     1       1      1.68    1.02    1,,,
107     1       1      1.68    0.36    1,,,
108     1       1      1.68    2.86    1,,,
109     2       3      1.68    2.04    1,,,
110     2       1      1.68    6.40    1,,,
111     1       1      1.68    2.02    1,,,
112     1       3      1.68    4.04    1,,,
113     1       1      1.68    5.02    1,,,
114     2       2      1.68    1.80    1,,,
115     2       4      1.68    0.10    1,,,
116     2       2      1.68    0.80    1,,,
117     1       4      1.68    2.01    1,,,
118     1       2      1.67    3.25    1,,,
119     1       3      1.68    2.68    1,,,
120     1       3      1.68    5.05    1,,,
121     2       2      1.67    4.26    0,,,
122     2       1      1.67    1.18    1,,,
123     1       3      1.67    1.63    1,,,
124     2       3      1.66    0.66    1,,,
125     2       2      1.66    0.77    1,,,
126     1       2      1.67    0.32    1,,,
127     2       4      1.67    2.44    1,,,
128     1       4      1.66    2.67    1,,,
129     1       4      1.67    1.00    1,,,
130     2       4      1.67    2.01    1,,,
131     2       1      1.65    1.11    1,,,
132     1       1      1.67    2.70    1,,,
133     1       3      1.67    2.04    1,,,
134     2       3      1.65    5.00    1,,,
135     1       3      1.67    2.84    1,,,
136     1       1      1.67    1.91    1,,,
137     1       3      1.65    0.86    1,,,
138     1       3      1.67    2.11    1,,,
139     1       3      1.67    4.16    1,,,
140     1       1      1.67    0.46    1,,,
141     1       4      1.67    3.28    1,,,
142     1       2      1.67    0.73    1,,,
143     1       1      1.67    3.26    1,,,
144     1       3      1.67    3.78    1,,,
145     2       3      1.67    5.01    1,,,
146     1       1      1.67    2.04    1,,,
147     2       3      1.67    0.20    1,,,
148     2       1      1.67    0.38    1,,,
149     1       1      1.67    5.00    1,,,
150     1       4      1.66    0.10    1,,,
151     1       3      1.66    3.63    1,,,
152     1       1      1.66    4.16    1,,,
153     2       1      1.65    2.24    0,,,
154     1       2      1.65    4.04    0,,,
155     2       3      1.64    1.24    1,,,
156     2       1      1.64    6.08    1,,,
157     2       1      1.64    4.01    1,,,
158     2       4      1.64    2.19    1,,,
159     2       2      1.64    4.04    1,,,
160     1       4      1.46    2.27    1,,,
161     2       4      1.47    2.44    1,,,
162     1       2      1.46    5.06    1,,,
163     2       4      1.46    3.96    1,,,
164     2       2      1.46    4.04    1,,,
165     2       4      1.46    7.11    0,,,
166     1       2      1.45    5.12    1,,,
167     1       3      1.45    2.38    1,,,
168     2       3      1.45    2.04    1,,,
169     1       3      1.45    2.16    1,,,
170     2       4      1.45    3.87    1,,,
171     2       4      1.46    4.13    1,,,
172     1       2      1.46    5.14    1,,,
173     1       1      1.46    0.38    1,,,
174     2       3      1.46    6.80    1,,,
175     1       1      1.46    3.21    1,,,
176     1       3      1.46    0.31    1,,,
177     1       1      1.46    3.93    1,,,
178     2       3      1.46    5.13    1,,,
179     2       3      1.46    0.99    1,,,
180     2       1      1.46    1.16    1,,,
181     1       3      1.46    1.03    1,,,
182     1       2      1.46    1.50    1,,,
183     2       4      1.46    2.81    1,,,
184     2       2      1.46    5.13    1,,,
185     1       4      1.46    2.40    1,,,
186     2       4      1.45    1.49    1,,,
187     1       4      1.45    1.80    1,,,
188     1       1      1.45    1.06    1,,,
189     2       3      1.45    7.07    0,,,
190     2       1      1.45    3.96    1,,,
191     2       2      1.45    0.04    1,,,
